id_reserva,id_cliente,nombre,apellido,mail,competencia,inicio_estancia,final_estancia,id_hotel,ciudad,id,nombre_hotel,valoracion,precio_noche,fecha_reserva,id_ciudad
8411,3575,César,Cantón,césar.cantón@example.com,False,2025-03-01,2025-03-02,12,Madrid,4974,Hotel Monte Verde,4.0,234.7,2025-02-03,1
8412,11648,Perla,Pons,perla.pons@example.com,False,2025-03-01,2025-03-02,14,Madrid,4975,Hotel Puerta del Cielo,3.0,419.08,2025-02-03,1
8413,9742,María Belén,Bauzà,maría belén.bauzà@example.com,False,2025-03-01,2025-03-02,13,Madrid,4976,Hotel Palacio Imperial,3.0,270.5,2025-02-03,1
8414,4628,Encarnación,Peláez,encarnación.peláez@example.com,False,2025-03-01,2025-03-02,14,Madrid,4977,Hotel Puerta del Cielo,3.0,307.03,2025-02-06,1
8415,4722,Eric,Salamanca,eric.salamanca@example.com,False,2025-03-01,2025-03-02,16,Madrid,4978,Hotel Sol y Luna,4.0,401.56,2025-02-08,1
8416,6120,Gonzalo,Gallo,gonzalo.gallo@example.com,False,2025-03-01,2025-03-02,9,Madrid,4980,Hotel Luz de Madrid,2.0,409.51,2025-02-09,1
8417,1456,Armando,Alcaraz,armando.alcaraz@example.com,False,2025-03-01,2025-03-02,12,Madrid,4981,Hotel Monte Verde,3.0,396.68,2025-02-12,1
8418,11005,Néstor,Iglesia,néstor.iglesia@example.com,False,2025-03-01,2025-03-02,2,Madrid,4982,Hotel Brisas del Mar,2.0,334.67,2025-02-12,1
8419,11392,Pancho,Sevilla,pancho.sevilla@example.com,False,2025-03-01,2025-03-02,8,Madrid,4983,Hotel Los Almendros,2.0,362.65,2025-02-03,1
8420,5476,Fidela,Barbero,fidela.barbero@example.com,False,2025-03-01,2025-03-02,14,Madrid,4984,Hotel Puerta del Cielo,2.0,128.7,2025-02-05,1
8421,14147,Valero,Baños,valero.baños@example.com,False,2025-03-01,2025-03-02,12,Madrid,4988,Hotel Monte Verde,5.0,110.44,2025-02-11,1
8422,4293,Eligia,Álvaro,eligia.álvaro@example.com,False,2025-03-01,2025-03-02,7,Madrid,4989,Hotel Las Estrellas,3.0,96.64,2025-02-04,1
8423,5374,Felipe,Clemente,felipe.clemente@example.com,False,2025-03-01,2025-03-02,10,Madrid,4990,Hotel Maravilla Real,3.0,91.53,2025-02-07,1
8424,10097,Maximino,Barberá,maximino.barberá@example.com,False,2025-03-01,2025-03-02,1,Madrid,4991,Gran Hotel Madrid,1.0,337.73,2025-02-02,1
8425,2068,Berto,Redondo,berto.redondo@example.com,False,2025-03-01,2025-03-02,15,Madrid,4992,Hotel Rincón Sereno,5.0,56.75,2025-02-07,1
8426,533,Ale,Doménech,ale.doménech@example.com,False,2025-03-01,2025-03-02,15,Madrid,4993,Hotel Rincón Sereno,5.0,266.53,2025-02-09,1
8427,14119,Valeria,Calleja,valeria.calleja@example.com,False,2025-03-01,2025-03-02,2,Madrid,4995,Hotel Brisas del Mar,4.0,317.98,2025-02-09,1
8428,3849,Dimas,Gomez,dimas.gomez@example.com,False,2025-03-01,2025-03-02,8,Madrid,4998,Hotel Los Almendros,3.0,497.39,2025-02-10,1
8429,11365,Palmira,Tamayo,palmira.tamayo@example.com,False,2025-03-01,2025-03-02,19,Madrid,5000,Palacio del Sol,2.0,116.26,2025-02-12,1
8430,5496,Filomena,Polo,filomena.polo@example.com,False,2025-03-01,2025-03-02,15,Madrid,5001,Hotel Rincón Sereno,3.0,163.04,2025-02-04,1
8431,4629,Encarnación,Pombo,encarnación.pombo@example.com,False,2025-03-01,2025-03-02,9,Madrid,5002,Hotel Luz de Madrid,5.0,363.39,2025-02-06,1
8432,9443,Marianela,Gámez,marianela.gámez@example.com,False,2025-03-01,2025-03-02,7,Madrid,5003,Hotel Las Estrellas,3.0,207.65,2025-02-09,1
8433,4579,Emperatriz,Ibáñez,emperatriz.ibáñez@example.com,False,2025-03-01,2025-03-02,18,Madrid,5004,Hotel Vista Alegre,1.0,128.66,2025-02-05,1
8434,13995,Trini,Coronado,trini.coronado@example.com,False,2025-03-01,2025-03-02,11,Madrid,5006,Hotel Mirador Real,3.0,195.92,2025-02-06,1
8435,13270,Serafina,Palomino,serafina.palomino@example.com,False,2025-03-01,2025-03-02,8,Madrid,5007,Hotel Los Almendros,3.0,71.21,2025-02-03,1
8436,8770,Luciano,Díaz,luciano.díaz@example.com,False,2025-03-01,2025-03-02,13,Madrid,5008,Hotel Palacio Imperial,3.0,178.33,2025-02-12,1
8437,9295,Marcelo,Cobo,marcelo.cobo@example.com,False,2025-03-01,2025-03-02,18,Madrid,5011,Hotel Vista Alegre,4.0,475.0,2025-02-01,1
8438,13231,Segismundo,González,segismundo.gonzález@example.com,False,2025-03-01,2025-03-02,15,Madrid,5012,Hotel Rincón Sereno,5.0,326.64,2025-02-12,1
8439,4097,Edgardo,Osorio,edgardo.osorio@example.com,False,2025-03-01,2025-03-02,9,Madrid,5013,Hotel Luz de Madrid,2.0,252.83,2025-02-03,1
8440,13092,Santiago,Robledo,santiago.robledo@example.com,False,2025-03-01,2025-03-02,7,Madrid,5014,Hotel Las Estrellas,4.0,340.27,2025-02-11,1
8441,14844,Édgar,Santamaria,édgar.santamaria@example.com,False,2025-03-01,2025-03-02,3,Madrid,5015,Hotel Camino del Sol,5.0,440.41,2025-02-06,1
8442,12516,Román,Silva,román.silva@example.com,False,2025-03-01,2025-03-02,15,Madrid,5016,Hotel Rincón Sereno,3.0,418.83,2025-02-05,1
8443,12995,Samanta,Parra,samanta.parra@example.com,False,2025-03-01,2025-03-02,11,Madrid,5020,Hotel Mirador Real,3.0,209.57552638575038,2025-02-11,1
8444,2477,Carlota,Real,carlota.real@example.com,False,2025-03-01,2025-03-02,4,Madrid,5021,Hotel Costa Azul,3.0,64.93,2025-02-05,1
8445,9559,Marino,García,marino.garcía@example.com,False,2025-03-01,2025-03-02,11,Madrid,5022,Hotel Mirador Real,5.0,423.37,2025-02-05,1
8446,231,Adoración,Camps,adoración.camps@example.com,False,2025-03-01,2025-03-02,14,Madrid,5023,Hotel Puerta del Cielo,1.0,431.49,2025-02-07,1
8447,6883,Isaac,Nebot,isaac.nebot@example.com,False,2025-03-01,2025-03-02,9,Madrid,5026,Hotel Luz de Madrid,4.0,81.1,2025-02-07,1
8448,5239,Faustino,Planas,faustino.planas@example.com,False,2025-03-01,2025-03-02,5,Madrid,5027,Hotel Encanto Real,4.0,281.37,2025-02-12,1
8449,13946,Toni,Escribano,toni.escribano@example.com,False,2025-03-01,2025-03-02,11,Madrid,5028,Hotel Mirador Real,3.0,175.47,2025-02-12,1
8450,735,Amado,Fábregas,amado.fábregas@example.com,False,2025-03-01,2025-03-02,3,Madrid,5029,Hotel Camino del Sol,2.0,74.06,2025-02-05,1
8451,9317,Marcia,Costa,marcia.costa@example.com,False,2025-03-01,2025-03-02,6,Madrid,5031,Hotel Jardines del Rey,4.0,263.79,2025-02-08,1
8452,3303,Consuelo,Figuerola,consuelo.figuerola@example.com,False,2025-03-01,2025-03-02,12,Madrid,5032,Hotel Monte Verde,2.0,98.21,2025-02-02,1
8453,10095,Maximiliano,Solís,maximiliano.solís@example.com,False,2025-03-01,2025-03-02,13,Madrid,5033,Hotel Palacio Imperial,5.0,116.18,2025-02-03,1
8454,9097,Mamen,Castrillo,mamen.castrillo@example.com,False,2025-03-01,2025-03-02,9,Madrid,5034,Hotel Luz de Madrid,5.0,443.35,2025-02-10,1
8455,812,Amanda,Molina,amanda.molina@example.com,False,2025-03-01,2025-03-02,10,Madrid,5035,Hotel Maravilla Real,5.0,494.67,2025-02-08,1
8456,279,Adán,Baena,adán.baena@example.com,False,2025-03-01,2025-03-02,12,Madrid,5038,Hotel Monte Verde,4.0,496.93,2025-02-04,1
8457,2959,Cipriano,Millán,cipriano.millán@example.com,False,2025-03-01,2025-03-02,19,Madrid,5039,Palacio del Sol,3.0,426.87,2025-02-12,1
8458,6676,Ignacio,Meléndez,ignacio.meléndez@example.com,False,2025-03-01,2025-03-02,5,Madrid,5041,Hotel Encanto Real,5.0,154.64,2025-02-11,1
8459,11812,Primitivo,Moles,primitivo.moles@example.com,False,2025-03-01,2025-03-02,7,Madrid,5042,Hotel Las Estrellas,3.0,369.7,2025-02-08,1
8460,11475,Patricia,Salom,patricia.salom@example.com,False,2025-03-01,2025-03-02,4,Madrid,5043,Hotel Costa Azul,5.0,424.23,2025-02-06,1
8461,8084,Juliana,Díez,juliana.díez@example.com,False,2025-03-01,2025-03-02,17,Madrid,5044,Hotel Torre Dorada,1.0,155.95,2025-02-04,1
8462,3378,Cosme,Cuesta,cosme.cuesta@example.com,False,2025-03-01,2025-03-02,3,Madrid,5045,Hotel Camino del Sol,4.0,493.39,2025-02-11,1
8463,2564,Carmina,Soria,carmina.soria@example.com,False,2025-03-01,2025-03-02,10,Madrid,5048,Hotel Maravilla Real,1.0,282.68,2025-02-09,1
8464,8557,Lisandro,Ibañez,lisandro.ibañez@example.com,False,2025-03-01,2025-03-02,7,Madrid,5049,Hotel Las Estrellas,2.0,465.85,2025-02-12,1
8465,3138,Cleto,Ariza,cleto.ariza@example.com,False,2025-03-01,2025-03-02,16,Madrid,5051,Hotel Sol y Luna,1.0,153.5,2025-02-02,1
8466,12354,Rico,Suárez,rico.suárez@example.com,False,2025-03-01,2025-03-02,8,Madrid,5052,Hotel Los Almendros,4.0,223.66,2025-02-05,1
8467,5726,Francisco,Aller,francisco.aller@example.com,False,2025-03-01,2025-03-02,3,Madrid,5053,Hotel Camino del Sol,4.0,278.56,2025-02-08,1
8468,11174,Olimpia,Pareja,olimpia.pareja@example.com,False,2025-03-01,2025-03-02,5,Madrid,5054,Hotel Encanto Real,3.0,55.03,2025-02-12,1
8469,3685,Daniela,Espada,daniela.espada@example.com,False,2025-03-01,2025-03-02,14,Madrid,5055,Hotel Puerta del Cielo,1.0,408.58,2025-02-06,1
8470,595,Alex,Téllez,alex.téllez@example.com,False,2025-03-01,2025-03-02,14,Madrid,5056,Hotel Puerta del Cielo,3.0,453.97,2025-02-12,1
8471,2832,Che,Pelayo,che.pelayo@example.com,False,2025-03-01,2025-03-02,1,Madrid,5058,Gran Hotel Madrid,4.0,279.64,2025-02-01,1
8472,10402,Morena,Figueras,morena.figueras@example.com,False,2025-03-01,2025-03-02,14,Madrid,5061,Hotel Puerta del Cielo,4.0,137.73,2025-02-12,1
8473,10223,Miguel Ángel,Manzano,miguel ángel.manzano@example.com,False,2025-03-01,2025-03-02,19,Madrid,5062,Palacio del Sol,1.0,192.37,2025-02-09,1
8474,10292,Miriam,Blanco,miriam.blanco@example.com,False,2025-03-01,2025-03-02,9,Madrid,5063,Hotel Luz de Madrid,2.0,425.88,2025-02-05,1
8475,10723,Nerea,Uría,nerea.uría@example.com,False,2025-03-01,2025-03-02,17,Madrid,5064,Hotel Torre Dorada,4.0,478.61,2025-02-01,1
8476,13635,Tatiana,Rios,tatiana.rios@example.com,False,2025-03-01,2025-03-02,1,Madrid,5065,Gran Hotel Madrid,4.0,199.12,2025-02-12,1
8477,8548,Lino,Viña,lino.viña@example.com,False,2025-03-01,2025-03-02,5,Madrid,5067,Hotel Encanto Real,1.0,170.89,2025-02-11,1
8478,744,Amado,Tovar,amado.tovar@example.com,False,2025-03-01,2025-03-02,14,Madrid,5068,Hotel Puerta del Cielo,1.0,462.25,2025-02-04,1
8479,8007,Juanita,Medina,juanita.medina@example.com,False,2025-03-01,2025-03-02,16,Madrid,5070,Hotel Sol y Luna,4.0,494.04,2025-02-04,1
8480,13966,Toribio,Nebot,toribio.nebot@example.com,False,2025-03-01,2025-03-02,17,Madrid,5071,Hotel Torre Dorada,3.0,229.46,2025-02-01,1
8481,9488,Maribel,Sedano,maribel.sedano@example.com,False,2025-03-01,2025-03-02,16,Madrid,5072,Hotel Sol y Luna,3.0,68.87,2025-02-08,1
8482,14799,Ángeles,Alarcón,ángeles.alarcón@example.com,False,2025-03-01,2025-03-02,14,Madrid,5074,Hotel Puerta del Cielo,5.0,296.7,2025-02-09,1
8483,577,Alejo,Mate,alejo.mate@example.com,False,2025-03-01,2025-03-02,17,Madrid,5075,Hotel Torre Dorada,5.0,376.52,2025-02-05,1
8484,14234,Verónica,Soriano,verónica.soriano@example.com,False,2025-03-01,2025-03-02,16,Madrid,5076,Hotel Sol y Luna,5.0,323.11,2025-02-05,1
8485,1134,Andrés Felipe,León,andrés felipe.león@example.com,False,2025-03-01,2025-03-02,10,Madrid,5077,Hotel Maravilla Real,5.0,301.1,2025-02-09,1
8486,10758,Nico,Pedraza,nico.pedraza@example.com,False,2025-03-01,2025-03-02,15,Madrid,5078,Hotel Rincón Sereno,5.0,497.74,2025-02-10,1
8487,12317,Ricarda,Rodriguez,ricarda.rodriguez@example.com,False,2025-03-01,2025-03-02,17,Madrid,5079,Hotel Torre Dorada,4.0,216.94,2025-02-05,1
8488,11055,Octavio,Cazorla,octavio.cazorla@example.com,False,2025-03-01,2025-03-02,17,Madrid,5080,Hotel Torre Dorada,4.0,429.74,2025-02-12,1
8489,8574,Loida,Jurado,loida.jurado@example.com,False,2025-03-01,2025-03-02,4,Madrid,5081,Hotel Costa Azul,2.0,361.94,2025-02-07,1
8490,873,Amaya,Lucena,amaya.lucena@example.com,False,2025-03-01,2025-03-02,2,Madrid,5082,Hotel Brisas del Mar,4.0,109.71,2025-02-04,1
8491,2789,Cesar,Montalbán,cesar.montalbán@example.com,False,2025-03-01,2025-03-02,7,Madrid,5084,Hotel Las Estrellas,4.0,423.96,2025-02-11,1
8492,13796,Teresita,Carballo,teresita.carballo@example.com,False,2025-03-01,2025-03-02,16,Madrid,5085,Hotel Sol y Luna,5.0,298.97,2025-02-01,1
8493,4152,Eduardo,Campo,eduardo.campo@example.com,False,2025-03-01,2025-03-02,13,Madrid,5086,Hotel Palacio Imperial,3.0,473.33,2025-02-03,1
8494,5856,Galo,Perea,galo.perea@example.com,False,2025-03-01,2025-03-02,19,Madrid,5087,Palacio del Sol,4.0,487.17,2025-02-01,1
8495,3231,Concha,Gálvez,concha.gálvez@example.com,False,2025-03-01,2025-03-02,18,Madrid,5088,Hotel Vista Alegre,4.0,367.72,2025-02-10,1
8496,456,Albert,Nogueira,albert.nogueira@example.com,False,2025-03-01,2025-03-02,3,Madrid,5090,Hotel Camino del Sol,2.0,93.45,2025-02-11,1
8497,4900,Eugenia,Serna,eugenia.serna@example.com,False,2025-03-01,2025-03-02,8,Madrid,5092,Hotel Los Almendros,3.0,472.97,2025-02-08,1
8498,10586,Natalio,Camacho,natalio.camacho@example.com,False,2025-03-01,2025-03-02,15,Madrid,5093,Hotel Rincón Sereno,3.0,321.41,2025-02-08,1
8499,1814,Basilio,Chamorro,basilio.chamorro@example.com,False,2025-03-01,2025-03-02,11,Madrid,5094,Hotel Mirador Real,3.0,252.17,2025-02-03,1
8500,9314,Marcia,Bertrán,marcia.bertrán@example.com,False,2025-03-01,2025-03-02,3,Madrid,5095,Hotel Camino del Sol,3.0,97.35,2025-02-03,1
8501,8519,Lina,Bravo,lina.bravo@example.com,False,2025-03-01,2025-03-02,1,Madrid,5096,Gran Hotel Madrid,3.0,268.74,2025-02-01,1
8502,10442,Máxima,Guijarro,máxima.guijarro@example.com,False,2025-03-01,2025-03-02,17,Madrid,5097,Hotel Torre Dorada,2.0,106.88,2025-02-03,1
8503,11167,Olimpia,Figueroa,olimpia.figueroa@example.com,False,2025-03-01,2025-03-02,1,Madrid,5100,Gran Hotel Madrid,1.0,472.13,2025-02-09,1
8504,1033,Ana Sofía,Estrada,ana sofía.estrada@example.com,False,2025-03-01,2025-03-02,12,Madrid,5101,Hotel Monte Verde,4.0,466.39,2025-02-06,1
8505,8944,Lupita,Barriga,lupita.barriga@example.com,False,2025-03-01,2025-03-02,6,Madrid,5102,Hotel Jardines del Rey,2.0,256.7,2025-02-06,1
8506,6384,Hector,Lago,hector.lago@example.com,False,2025-03-01,2025-03-02,3,Madrid,5104,Hotel Camino del Sol,5.0,276.38,2025-02-02,1
8507,8055,Julia,Benitez,julia.benitez@example.com,False,2025-03-01,2025-03-02,5,Madrid,5106,Hotel Encanto Real,4.0,52.27,2025-02-03,1
8508,7190,Javier,Cámara,javier.cámara@example.com,False,2025-03-01,2025-03-02,13,Madrid,5108,Hotel Palacio Imperial,2.0,359.97,2025-02-05,1
8509,11686,Piedad,Martin,piedad.martin@example.com,False,2025-03-01,2025-03-02,3,Madrid,5109,Hotel Camino del Sol,3.0,82.61,2025-02-08,1
8510,1291,Antonia,Machado,antonia.machado@example.com,False,2025-03-01,2025-03-02,3,Madrid,5110,Hotel Camino del Sol,1.0,403.83,2025-02-03,1
8511,7713,Josué,Ochoa,josué.ochoa@example.com,False,2025-03-01,2025-03-02,16,Madrid,5111,Hotel Sol y Luna,5.0,217.3,2025-02-09,1
8512,1988,Bernarda,Aguilar,bernarda.aguilar@example.com,False,2025-03-01,2025-03-02,19,Madrid,5112,Palacio del Sol,1.0,448.65,2025-02-08,1
8513,6918,Isabela,Infante,isabela.infante@example.com,False,2025-03-01,2025-03-02,1,Madrid,5113,Gran Hotel Madrid,3.0,86.38,2025-02-04,1
8514,1052,Ana,Núñez,ana.núñez@example.com,False,2025-03-01,2025-03-02,17,Madrid,5115,Hotel Torre Dorada,2.0,73.95,2025-02-11,1
8515,1953,Benito,Ropero,benito.ropero@example.com,False,2025-03-01,2025-03-02,8,Madrid,5116,Hotel Los Almendros,5.0,258.06,2025-02-01,1
8516,9788,María Cristina,Salmerón,maría cristina.salmerón@example.com,False,2025-03-01,2025-03-02,15,Madrid,5117,Hotel Rincón Sereno,3.0,52.06,2025-02-01,1
8517,9890,María Manuela,Pardo,maría manuela.pardo@example.com,False,2025-03-01,2025-03-02,17,Madrid,5119,Hotel Torre Dorada,3.0,444.76,2025-02-09,1
8518,4395,Eloísa,Bastida,eloísa.bastida@example.com,False,2025-03-01,2025-03-02,4,Madrid,5120,Hotel Costa Azul,2.0,364.6,2025-02-07,1
8519,8813,Lucía,Montaña,lucía.montaña@example.com,False,2025-03-01,2025-03-02,17,Madrid,5121,Hotel Torre Dorada,5.0,260.74,2025-02-06,1
8520,9304,Marcelo,Torrijos,marcelo.torrijos@example.com,False,2025-03-01,2025-03-02,11,Madrid,5123,Hotel Mirador Real,3.0,109.17,2025-02-04,1
8521,10432,Moreno,Quintana,moreno.quintana@example.com,False,2025-03-01,2025-03-02,15,Madrid,5127,Hotel Rincón Sereno,2.0,466.55,2025-02-06,1
8522,4703,Erasmo,Pol,erasmo.pol@example.com,False,2025-03-01,2025-03-02,5,Madrid,5129,Hotel Encanto Real,1.0,455.75,2025-02-06,1
8523,752,Amador,Chaparro,amador.chaparro@example.com,False,2025-03-01,2025-03-02,3,Madrid,5130,Hotel Camino del Sol,5.0,119.17,2025-02-10,1
8524,476,Alberto,Rovira,alberto.rovira@example.com,False,2025-03-01,2025-03-02,6,Madrid,5132,Hotel Jardines del Rey,3.0,451.57,2025-02-10,1
8525,6078,Gisela,Duque,gisela.duque@example.com,False,2025-03-01,2025-03-02,4,Madrid,5133,Hotel Costa Azul,3.0,393.76,2025-02-02,1
8526,6034,Gerónimo,Gaya,gerónimo.gaya@example.com,False,2025-03-01,2025-03-02,1,Madrid,5134,Gran Hotel Madrid,4.0,239.29,2025-02-02,1
8527,12714,Rosendo,Sureda,rosendo.sureda@example.com,False,2025-03-01,2025-03-02,8,Madrid,5135,Hotel Los Almendros,4.0,245.93,2025-02-02,1
8528,10801,Nicolás,Figuerola,nicolás.figuerola@example.com,False,2025-03-01,2025-03-02,11,Madrid,5136,Hotel Mirador Real,3.0,148.55,2025-02-01,1
8529,12738,Ruben,Cuadrado,ruben.cuadrado@example.com,False,2025-03-01,2025-03-02,14,Madrid,5137,Hotel Puerta del Cielo,2.0,137.84,2025-02-04,1
8530,12315,Ricarda,Lobato,ricarda.lobato@example.com,False,2025-03-01,2025-03-02,14,Madrid,5138,Hotel Puerta del Cielo,4.0,222.17,2025-02-03,1
8531,819,Amanda,Valera,amanda.valera@example.com,False,2025-03-01,2025-03-02,12,Madrid,5139,Hotel Monte Verde,1.0,71.33,2025-02-06,1
8532,12248,Reyes,Cuesta,reyes.cuesta@example.com,False,2025-03-01,2025-03-02,1,Madrid,5140,Gran Hotel Madrid,4.0,467.15,2025-02-06,1
8533,3496,Curro,Bautista,curro.bautista@example.com,False,2025-03-01,2025-03-02,9,Madrid,5142,Hotel Luz de Madrid,2.0,213.89,2025-02-12,1
8534,8115,Julieta,Tapia,julieta.tapia@example.com,False,2025-03-01,2025-03-02,16,Madrid,5143,Hotel Sol y Luna,5.0,378.12,2025-02-08,1
8535,4684,Epifanio,Gutierrez,epifanio.gutierrez@example.com,False,2025-03-01,2025-03-02,12,Madrid,5144,Hotel Monte Verde,1.0,456.03,2025-02-07,1
8536,13874,Timoteo,Carro,timoteo.carro@example.com,False,2025-03-01,2025-03-02,5,Madrid,5148,Hotel Encanto Real,1.0,94.87,2025-02-08,1
8537,1937,Benita,Luján,benita.luján@example.com,False,2025-03-01,2025-03-02,19,Madrid,5149,Palacio del Sol,5.0,473.62,2025-02-05,1
8538,12076,Raúl,Castellanos,raúl.castellanos@example.com,False,2025-03-01,2025-03-02,14,Madrid,5150,Hotel Puerta del Cielo,4.0,114.04,2025-02-05,1
8539,356,Ainara,Barroso,ainara.barroso@example.com,False,2025-03-01,2025-03-02,7,Madrid,5151,Hotel Las Estrellas,2.0,359.02,2025-02-01,1
8540,11974,Rafael,Rincón,rafael.rincón@example.com,False,2025-03-01,2025-03-02,2,Madrid,5152,Hotel Brisas del Mar,2.0,372.68,2025-02-03,1
8541,10488,Nacho,Guillen,nacho.guillen@example.com,False,2025-03-01,2025-03-02,5,Madrid,5153,Hotel Encanto Real,2.0,364.37,2025-02-11,1
8542,14127,Valeria,Tamayo,valeria.tamayo@example.com,False,2025-03-01,2025-03-02,12,Madrid,5155,Hotel Monte Verde,5.0,132.0,2025-02-10,1
8543,2623,Catalina,Niño,catalina.niño@example.com,False,2025-03-01,2025-03-02,8,Madrid,5156,Hotel Los Almendros,1.0,54.75,2025-02-07,1
8544,10602,Natanael,Ferreras,natanael.ferreras@example.com,False,2025-03-01,2025-03-02,7,Madrid,5157,Hotel Las Estrellas,3.0,201.76,2025-02-11,1
8545,4498,Emilia,Gálvez,emilia.gálvez@example.com,False,2025-03-01,2025-03-02,12,Madrid,5159,Hotel Monte Verde,1.0,166.82,2025-02-10,1
8546,7699,Josep,Torres,josep.torres@example.com,False,2025-03-01,2025-03-02,15,Madrid,5160,Hotel Rincón Sereno,1.0,480.13,2025-02-07,1
8547,13376,Silvia,Bustos,silvia.bustos@example.com,False,2025-03-01,2025-03-02,3,Madrid,5162,Hotel Camino del Sol,1.0,258.65,2025-02-05,1
8548,13629,Tatiana,Larrañaga,tatiana.larrañaga@example.com,False,2025-03-01,2025-03-02,5,Madrid,5165,Hotel Encanto Real,1.0,461.04,2025-02-01,1
8549,12529,Roque,Ferrando,roque.ferrando@example.com,False,2025-03-01,2025-03-02,6,Madrid,5166,Hotel Jardines del Rey,3.0,480.82,2025-02-10,1
8550,8322,Leoncio,Clemente,leoncio.clemente@example.com,False,2025-03-01,2025-03-02,17,Madrid,5167,Hotel Torre Dorada,1.0,141.46,2025-02-05,1
8551,10112,Mayte,Barral,mayte.barral@example.com,False,2025-03-01,2025-03-02,6,Madrid,5168,Hotel Jardines del Rey,4.0,471.95,2025-02-06,1
8552,10256,Miguela,Llamas,miguela.llamas@example.com,False,2025-03-01,2025-03-02,19,Madrid,5171,Palacio del Sol,2.0,294.23,2025-02-12,1
8553,722,Amada,Miralles,amada.miralles@example.com,False,2025-03-01,2025-03-02,7,Madrid,5172,Hotel Las Estrellas,5.0,446.22,2025-02-08,1
8554,5520,Flavia,Fabra,flavia.fabra@example.com,False,2025-03-01,2025-03-02,12,Madrid,5174,Hotel Monte Verde,2.0,358.7,2025-02-12,1
8555,4057,Edelmira,Carreño,edelmira.carreño@example.com,False,2025-03-01,2025-03-02,1,Madrid,5175,Gran Hotel Madrid,4.0,81.79,2025-02-04,1
8556,1962,Benjamín,Ferrero,benjamín.ferrero@example.com,False,2025-03-01,2025-03-02,16,Madrid,5176,Hotel Sol y Luna,1.0,473.25,2025-02-07,1
8557,1251,Anna,Lumbreras,anna.lumbreras@example.com,False,2025-03-01,2025-03-02,3,Madrid,5177,Hotel Camino del Sol,1.0,474.3,2025-02-03,1
8558,12207,Renato,Rocha,renato.rocha@example.com,False,2025-03-01,2025-03-02,15,Madrid,5178,Hotel Rincón Sereno,3.0,372.7,2025-02-09,1
8559,6489,Hernando,Cobos,hernando.cobos@example.com,False,2025-03-01,2025-03-02,18,Madrid,5180,Hotel Vista Alegre,2.0,275.42,2025-02-04,1
8560,892,Ambrosio,Robles,ambrosio.robles@example.com,False,2025-03-01,2025-03-02,14,Madrid,5181,Hotel Puerta del Cielo,5.0,431.72,2025-02-01,1
8561,128,Adela,Coloma,adela.coloma@example.com,False,2025-03-01,2025-03-02,16,Madrid,5182,Hotel Sol y Luna,1.0,437.84,2025-02-06,1
8562,12398,Roberto,Crespo,roberto.crespo@example.com,False,2025-03-01,2025-03-02,7,Madrid,5183,Hotel Las Estrellas,3.0,219.63,2025-02-08,1
8563,9669,Marta,Miralles,marta.miralles@example.com,False,2025-03-01,2025-03-02,2,Madrid,5184,Hotel Brisas del Mar,1.0,122.3,2025-02-02,1
8564,8296,Leocadio,Sarmiento,leocadio.sarmiento@example.com,False,2025-03-01,2025-03-02,12,Madrid,5185,Hotel Monte Verde,3.0,493.41,2025-02-04,1
8565,8189,Lara,Santana,lara.santana@example.com,False,2025-03-01,2025-03-02,19,Madrid,5186,Palacio del Sol,4.0,132.63,2025-02-04,1
8566,3767,Delia,Castells,delia.castells@example.com,False,2025-03-01,2025-03-02,7,Madrid,5187,Hotel Las Estrellas,5.0,311.94,2025-02-04,1
8567,529,Ale,Casals,ale.casals@example.com,False,2025-03-01,2025-03-02,4,Madrid,5188,Hotel Costa Azul,3.0,148.47,2025-02-01,1
8568,10496,Nacho,Tejada,nacho.tejada@example.com,False,2025-03-01,2025-03-02,1,Madrid,5189,Gran Hotel Madrid,5.0,81.37,2025-02-05,1
8569,12848,Ruy,Enríquez,ruy.enríquez@example.com,False,2025-03-01,2025-03-02,3,Madrid,5192,Hotel Camino del Sol,5.0,159.92,2025-02-04,1
8570,11681,Piedad,Aramburu,piedad.aramburu@example.com,False,2025-03-01,2025-03-02,16,Madrid,5193,Hotel Sol y Luna,2.0,163.96,2025-02-08,1
8571,10366,Moisés,Ariza,moisés.ariza@example.com,False,2025-03-01,2025-03-02,9,Madrid,5194,Hotel Luz de Madrid,4.0,89.76,2025-02-11,1
8572,1813,Basilio,Catalán,basilio.catalán@example.com,False,2025-03-01,2025-03-02,16,Madrid,5195,Hotel Sol y Luna,3.0,327.31,2025-02-06,1
8573,14819,Áurea,Bayo,áurea.bayo@example.com,False,2025-03-01,2025-03-02,13,Madrid,5196,Hotel Palacio Imperial,3.0,480.95,2025-02-02,1
8574,3436,Cristian,Yáñez,cristian.yáñez@example.com,False,2025-03-01,2025-03-02,3,Madrid,5197,Hotel Camino del Sol,4.0,300.41,2025-02-02,1
8575,8415,Leyre,Gutierrez,leyre.gutierrez@example.com,False,2025-03-01,2025-03-02,5,Madrid,5198,Hotel Encanto Real,2.0,437.31,2025-02-02,1
8576,11739,Plácido,Palau,plácido.palau@example.com,False,2025-03-01,2025-03-02,14,Madrid,5199,Hotel Puerta del Cielo,2.0,396.97,2025-02-05,1
8577,13294,Seve,Nuñez,seve.nuñez@example.com,False,2025-03-01,2025-03-02,4,Madrid,5200,Hotel Costa Azul,4.0,478.95,2025-02-10,1
